ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
7354,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJEN-2024-20240429025427.jpg,lost,1419,( -691413),RAJENDRA MARUTI KATE,Independent
7355,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MAHES-2024-7698.jpg,lost,1372,( -691460),MAHESH THAKUR,Dharmarajya Paksha
7356,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRASH-2024-6923.jpg,lost,1291,( -691541),PRASHANT RAMKRISHNA BHAGAT,Bharatheeya Jawan Kisan Party
7357,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PANKA-2024-20240429012041.jpg,lost,1261,( -691571),PANKAJ PRABHAKAR OZARKAR,Akhil Bhartiya Parivar Party
7358,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANOJ-2024-8143.jpg,lost,1233,( -691599),MANOJ BHASKAR GARBADE,Independent
7359,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HAJRA-2024-8457.jpg,lost,1093,( -691739),HAJRAT IMAMSAB PATEL,Independent
7360,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRIG-2024-8223.jpg,lost,966,( -691866),GOVIND GANGARAM HERODE,Independent
7361,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MADHU-2024-7880.jpg,lost,905,( -691927),MADHUKAR DAMODAR THORAT,Independent
7362,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAFIQ-2024-7278.jpg,lost,829,( -692003),RAFIQUE RASHID QURESHI,Desh Janhit Party
7363,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHIMA-2024-8271.jpg,lost,757,( -692075),CHIMAJI DHONDIBA SHINDE,Independent
7364,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJUP-2024-8239.jpg,lost,670,( -692162),ADV RAJU PATIL,Independent
7365,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MUKES-2024-7260.jpg,lost,547,( -692285),MUKESH MANOHAR AGARWAL,Independent
7366,Maharashtra,Maval(33),img/nota.jpg,,16760,( -676072),NOTA,None of the Above
7367,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAVIN-2024-10700.jpg,won,452644,(+ 48),RAVINDRA DATTARAM WAIKAR,Shiv Sena
7368,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMOLG-2024-10126.jpg,lost,452596,( -48),AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey)
7369,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PARME-2024-10144.jpg,lost,10052,( -442592),PARMESHWAR ASHOK RANSHUR,Vanchit Bahujan  Aaghadi
7370,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJES-2024-10752.jpg,lost,4812,( -447832),RAJESH RAMKISAN MALLAH,Bahujan Samaj Party
7371,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAMEE-2024-10730.jpg,lost,3173,( -449471),SAMEER MORE,Independent
7372,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUNIL-2024-10721.jpg,lost,2002,( -450642),SUNIL BHIMA CHAVAN,Independent
7373,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BALAV-2024-10745.jpg,lost,1763,( -450881),BALA VENKATESH VINAYAK NADAR,Aapki Apni Party (Peoples)
7374,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARORA-2024-9563.jpg,lost,1675,( -450969),ARORA SURINDER MOHAN,Bharat Jan Aadhar Party
7375,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ROHAN-2024-9307.jpg,lost,1479,( -451165),ROHAN SATONE,Independent
7376,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJE-2024-10168.jpg,lost,1197,( -451447),ADV. SANJEEVKUMAR APPARAV KALKORI,Independent
7377,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/LATAP-2024-10134.jpg,lost,1154,( -451490),ADV. LATA PANDURANG SHINDE,Independent
7378,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANOJ-2024-10169.jpg,lost,1149,( -451495),MANOJ SHRAVAN NAYAK,Right to Recall Party
7379,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HRUDA-2024-10160.jpg,lost,1078,( -451566),HRUDA DHANANJAY SHINDE,Independent
7380,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHARA-2024-9560.jpg,lost,937,( -451707),BHARAT KHIMJI SHAH,Hindu Samaj Party
7381,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUSHM-2024-10152.jpg,lost,882,( -451762),SUSHMA DAYANAND MEHTA,Independent
7382,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KAPIL-2024-10674.jpg,lost,780,( -451864),ADVOCATE KAPIL KANTILAL SONI,Independent
7383,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SARIK-2024-10157.jpg,lost,768,( -451876),SARIKA DABRAL,India Greens Party
7384,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GAJAN-2024-10162.jpg,lost,501,( -452143),GAJANAN TUKARAM SONKAMBLE,Independent
7385,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVOC-2024-10666.jpg,lost,497,( -452147),ADV MITESH VARSHNEY,Bhim Sena
7386,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HARIS-2024-10712.jpg,lost,405,( -452239),HARISHANKAR YADAV,Samaj Vikas Kranti Party
7387,Maharashtra,Mumbai North West(27),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANTO-2024-10166.jpg,lost,234,( -452410),SANTOSH MANIK RAYBAN,Independent
7388,Maharashtra,Mumbai North West(27),img/nota.jpg,,15161,( -437483),NOTA,None of the Above
7389,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NARES-2024-10749.jpg,won,734231,(+ 217011),NARESH GANPAT MHASKE,Shiv Sena
7390,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJAN-2024-9376.jpg,lost,517220,( -217011),RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey)
7391,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANTO-2024-10757.jpg,lost,10662,( -723569),SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party
7392,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GURUD-2024-10631.jpg,lost,3494,( -730737),ADV. GURUDEV NARSINGH SURYAWANSHI,Independent
7393,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MUKES-2024-10773.jpg,lost,2522,( -731709),MUKESH KAILASNATH TIWARI,Bhim Sena
7394,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JHASU-2024-9546.jpg,lost,2358,( -731873),JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party
7395,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRPI-2024-9542.jpg,lost,2293,( -731938),DR. PIYUSH K. SAXENA,Independent
7396,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAND-2024-9564.jpg,lost,2249,( -731982),CHANDRAKANT VITTHAL SONAWANE,Independent
7397,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-20240504060638.jpg,lost,1887,( -732344),VIJAY DNYANOBA GHATE,Republican Bahujan Sena
7398,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/IRFAN-2024-10810.jpg,lost,1875,( -732356),IRFAN IBRAHIM SHAIKH,Independent
7399,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRAMO-2024-10727.jpg,lost,1786,( -732445),PRAMOD ANANDRAO DHUMAL,Independent
7400,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHANW-2024-10077.jpg,lost,1488,( -732743),BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party
7401,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/UTTAM-2024-10045.jpg,lost,1354,( -732877),UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic)
7402,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARCHA-2024-9553.jpg,lost,1180,( -733051),ARCHANA DINKAR GAIKWAD,Independent
7403,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SALIM-2024-20240504060621.jpg,lost,912,( -733319),SALIMA MUKTAR VASANI,Bahujan Maha Party
7404,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJIV-2024-10014.jpg,lost,886,( -733345),RAJIV KONDIBA BHOSALE,Independent
7405,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-9559.jpg,lost,818,( -733413),RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party
7406,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJEN-2024-10004.jpg,lost,767,( -733464),RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party
7407,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KHAJA-2024-10040.jpg,lost,648,( -733583),KHAJASAB RASULSAB MULLA,Independent
7408,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-10766.jpg,lost,643,( -733588),SANJAY MANOHAR MORE,Independent
7409,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MALLI-2024-9382.jpg,lost,599,( -733632),MALLIKARJUN SAYBANNA PUJARI,Independent
7410,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAVAL-2024-10778.jpg,lost,531,( -733700),SAWALE DATTATRAY SITARAM,Independent
7411,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUREN-2024-9569.jpg,lost,440,( -733791),SURENDRAKUMAR K. JAIN,Independent
7412,Maharashtra,Thane(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SIDDH-2024-10736.jpg,lost,324,( -733907),SIDDHANT CHHABAN SHIRSAT,Independent
7413,Maharashtra,Thane(25),img/nota.jpg,,17901,( -716330),NOTA,None of the Above
7414,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRIK-2024-9814.jpg,won,589636,(+ 209144),DR SHRIKANT EKNATH SHINDE,Shiv Sena
7415,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VAISH-2024-9415.jpg,lost,380492,( -209144),VAISHALI DAREKAR - RANE,Shiv Sena (Uddhav Balasaheb Thackrey)
7416,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHDS-2024-10204.jpg,lost,18741,( -570895),MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Vanchit Bahujan  Aaghadi
7417,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRASH-2024-10411.jpg,lost,11341,( -578295),PRASHANT RAMESH INGLE,Bahujan Samaj Party
7418,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMITU-2024-20240506045735.jpg,lost,4205,( -585431),AMIT UPADHYAY,Right to Recall Party
7419,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARUNB-2024-10221.jpg,lost,2753,( -586883),ARUN BHAURAO NITURE,Rashtriya Kisan Bahujan Party
7420,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMRIS-2024-10715.jpg,lost,2620,( -587016),AMRISH RAJ MORAJKAR,Independent
7421,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ASHWI-2024-9834.jpg,lost,2468,( -587168),ASHWINI AMOL KENDRE,Independent
7422,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NAFIS-2024-20240506045916.jpg,lost,2000,( -587636),NAFIS AHMED ANSARI,Independent
7423,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUSHI-2024-9194.jpg,lost,1858,( -587778),SUSHILA KASHINATH KAMBLE,Bahujan Samaj Party  (Ambedkar)
7424,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ABHIJ-2024-10352.jpg,lost,1824,( -587812),ABHIJIT WAMANRAO BICHUKALE,Independent
7425,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AJAYS-2024-10463.jpg,lost,1802,( -587834),AJAY SHYAM MORYA,Independent
7426,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAMBH-2024-9789.jpg,lost,1609,( -588027),SAMBHAJI JAGANNATH JADHAV,Sanyukt Bharat Paksh
7427,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/POONA-2024-10268.jpg,lost,1381,( -588255),POONAM JAGANNATH BAISANE,Bahujan Republican  Socialist Party
7428,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAND-2024-9917.jpg,lost,1380,( -588256),CHANDRAKANT RAMBHAJI MOTE,Independent
7429,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HINDU-2024-20240506045830.jpg,lost,1243,( -588393),HINDURAO DADU PATIL,Rashtriya Maratha Party
7430,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARUNW-2024-10199.jpg,lost,1082,( -588554),ARUN VAMAN JADHAV,Independent
7431,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRAVI-2024-10288.jpg,lost,1082,( -588554),GAWALI PRAVIN SHIVAJI,Apni Prajahit Party
7432,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRID-2024-10598.jpg,lost,1072,( -588564),SHRIDHAR NARAYAN SALVE,Bhim Sena
7433,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRIK-2024-9971.jpg,lost,808,( -588828),SHRIKANT SHIVAJI VANJARE,Peoples Party of India (Democratic)
7434,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRAJA-2024-9801.jpg,lost,783,( -588853),PRAJAKTA NILESH YELVE,Independent
7435,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DNYAN-2024-20240506050045.jpg,lost,741,( -588895),DNYANESHWAR LOKHANDE MAHARAJ,Independent
7436,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HITES-2024-20240506045951.jpg,lost,715,( -588921),ADV. HITESH JAIKISHAN JESWANI,Independent
7437,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHAM-2024-20240506045758.jpg,lost,653,( -588983),MOHAMMAD YUSUF KHAN,Independent
7438,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAKES-2024-9399.jpg,lost,602,( -589034),RAKESH KUMAR DHISULAL JAIN,Independent
7439,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHIVA-2024-20240506045527.jpg,lost,437,( -589199),SHIVA KRISHNAMURTI IYER,Independent
7440,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SALIM-2024-10253.jpg,lost,371,( -589265),SALIMUDDIN KHALILUDDIN SHAIKH,Independent
7441,Maharashtra,Kalyan(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRSAC-2024-9257.jpg,lost,351,( -589285),DR. SACHIN SAHEBRAO PATIL,Independent
7442,Maharashtra,Kalyan(24),img/nota.jpg,,11686,( -577950),NOTA,None of the Above
7443,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANDP-2024-7011.jpg,won,476130,(+ 134650),BHUMARE SANDIPANRAO ASARAM,Shiv Sena
7444,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SYEDI-2024-7792.jpg,lost,341480,( -134650),IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen
7445,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAND-2024-20240429073709.jpg,lost,293450,( -182680),CHANDRAKANT KHAIRE,Shiv Sena (Uddhav Balasaheb Thackrey)
7446,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AFSAR-2024-8749.jpg,lost,69266,( -406864),AFSAR KHAN YASEEN KHA,Vanchit Bahujan  Aaghadi
7447,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HARSH-2024-20240429073240.jpg,lost,39828,( -436302),HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent
7448,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUREN-2024-20240424010410.jpg,lost,10725,( -465405),SURENDRA DIGAMBAR GAJBHARE,Independent
7449,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-20240429073944.jpg,lost,8252,( -467878),SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party
7450,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAVIN-2024-7207.jpg,lost,6254,( -469876),RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party
7451,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ABDUL-2024-7200.jpg,lost,4693,( -471437),ABDUL AZIM ABDUL AZIZ SHAIKH,Independent
7452,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-7219.jpg,lost,3812,( -472318),SANJAY BHASKAR SHIRSAT,Independent
7453,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRJIV-2024-8696.jpg,lost,3807,( -472323),DR JIVAN BHAWLAL RAJPUT,Independent
7454,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANIS-2024-5706.jpg,lost,3105,( -473025),MANISHA KHARAT,Bahujan Maha Party
7455,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JAGAN-2024-7636.jpg,lost,2932,( -473198),JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent
7456,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANOJ-2024-8645.jpg,lost,2587,( -473543),MAANOJ VINAYAKRAO GHODKAY,Independent
7457,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANGI-2024-20240429073904.jpg,lost,2212,( -473918),SANGITA GANESH JADHAV,Independent
7458,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARJUN-2024-8815.jpg,lost,2192,( -473938),GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party
7459,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VISHA-2024-8725.jpg,lost,2139,( -473991),VISHAL UDDHAV NANDARKAR,Independent
7460,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARVIN-2024-6944.jpg,lost,1979,( -474151),ARVIND KISANRAO KAMBLE,Bahujan Republican  Socialist Party
7461,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRASH-2024-8585.jpg,lost,1948,( -474182),PRASHANT PUNDALIKRAO AVHALE,Independent
7462,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GHUGE-2024-7770.jpg,lost,1872,( -474258),GHUGE NITIN PUNDLIK,Independent
7463,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHALE-2024-7646.jpg,lost,1547,( -474583),BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party
7464,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHARA-2024-8795.jpg,lost,1495,( -474635),BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party
7465,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ABDUL-2024-8958.jpg,lost,1482,( -474648),ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat
7466,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANDE-2024-8927.jpg,lost,1375,( -474755),SANDIP DADARAO MANKAR,Independent
7467,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BABAN-2024-6069.jpg,lost,1275,( -474855),ADV B U GOSAWI,Hindustan Janta Party
7468,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PANCH-2024-7729.jpg,lost,1274,( -474856),PANCHASHILA BABULAL JADHAV,Republican Bahujan Sena
7469,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRATI-2024-7568.jpg,lost,1194,( -474936),PRATIKSHA PRASHANT CHAVAN,Ambedkarist Republican Party
7470,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHANU-2024-8968.jpg,lost,1110,( -475020),BHANUDAS SON OF RAMDAS SARODE PATIL,Independent
7471,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NARAY-2024-8117.jpg,lost,1103,( -475027),NARAYAN JADHAV,Peoples Party of India (Democratic)
7472,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SURES-2024-5851.jpg,lost,911,( -475219),SURESH ASARAM FULARE,Independent
7473,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KHAJA-2024-6020.jpg,lost,894,( -475236),SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,Independent
7474,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MEENA-2024-8130.jpg,lost,784,( -475346),MEENASING AVDHESHSING SING,Independent
7475,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/LATIF-2024-8871.jpg,lost,765,( -475365),LATIF JABBAR KHAN,Independent
7476,Maharashtra,Aurangabad(19),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JAGAN-2024-6885.jpg,lost,755,( -475375),JAGANNATH KISAN UGALE,Independent
